rowid,SYSTEM,COUNTY,MRKTCODE,VENDOR,MONTH,DAY,YEAR,LFC,LFW,WW,WC,QLFC,QLFW,QWW,QWC,ESTQTY,QUANTITY,FMOZONE,DEL,QSTOP,ESC,WIN,PASSED,CONTRACTS,COMMITMENTS,CAPACITY,BACKLOG,I,FMO,N
257,PRINCETON,COLLIN,DFW,CABELL,8,7,1988,,0.159,0.169,0.179,,53707.3186374332,83188.3347801765,74729.3465823903,211625,211625,1,3,1959,,1,8338127.35565186,109470332.68921,13536451.708017,14058181.1006322,0.88671992695069,1,14.14,2
258,PRINCETON,COLLIN,DFW,BORDEN,8,7,1988,,0.1625,0.1725,0.1825,,53707.3186374332,83188.3347801765,74729.3465823903,211625,,1,3,1959,1,0,8338127.35565186,109470332.68921,13714234.8100009,14843406.5703431,0.847759803084582,0,14.14,2
259,PRINCETON,COLLIN,DFW,CABELL,8,13,1989,,0.163,0.166,0.175,,54344.0660087803,84174.6054569087,75615.328534311,214134,214134,1,3,1982,1,1,3847235.86096735,108104445.363237,13824432.0239053,14058181.1006322,0.94778459938495,1,15.22,1
260,PRINCETON,COLLIN,DFW,BORDEN,8,12,1990,,0.157,0.157,0.1625,,61880.728697857,95848.2922990441,86101.9790030989,243831,243831,1,3,2257,1,1,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,0,16.2533333333,2
261,PRINCETON,COLLIN,DFW,CABELL,8,12,1990,,0.1499,0.156,0.165,,61880.728697857,95848.2922990441,86101.9790030989,243831,,1,3,2257,1,0,5309295.91358337,104099327.274789,5006992.6099871,14058181.1006322,0.305159981404826,1,16.2533333333,2
262,PROSPER,COLLIN,DFW,CABELL,8,14,1984,,0.18,0.185,0.205,,7813.7962600257,12102.9445459981,10872.2591939762,30789,,1,3,285,1,1,9369291.05821496,86135755.5117197,8642213.67774759,14058181.1006322,0.505972678884882,1,14.56,1
263,PROSPER,COLLIN,DFW,CABELL,8,8,1986,,0.175,0.185,0.195,,7813.7962600257,12102.9445459981,10872.2591939762,30789,30789,1,3,285,,1,11364286.1119198,96115650.8644452,14058181.1006322,14058181.1006322,0.881764457612141,1,14.14,1
264,PROSPER,COLLIN,DFW,CABELL,8,30,1987,,0.175,0.185,0.195,,8880.4559657936,13755.1149941072,12356.4290400992,34992,34992,1,3,324,1,1,10420658.6628414,101379288.42028,13676003.7467849,14058181.1006322,0.870025762328601,1,14.62,1
265,PROSPER,COLLIN,DFW,CABELL,8,11,1988,,0.175,0.185,0.195,,9515.426839891,14738.6340188916,13239.9391412174,37494,37494,1,3,347,,1,8338127.35565186,109470332.68921,13536451.708017,14058181.1006322,0.88671992695069,1,14.14,1
266,PROSPER,COLLIN,DFW,CABELL,8,13,1989,0.171,0.166,0.171,0.179,22705.3057981575,6290.7529393295,9743.8724332736,8753.0688292394,47493,47493,1,3,439,1,1,3847235.86096735,108104445.363237,13824432.0239053,14058181.1006322,0.94778459938495,1,15.22,1
267,PROSPER,COLLIN,DFW,CABELL,7,31,1990,,0.161,0.1675,0.175,,16511.5267944243,25575.0324826134,22974.4407229623,65061,65061,1,3,602,1,1,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,1,16.2533333333,1
268,WYLIE,COLLIN,DFW,BORDEN,8,16,1981,,0.1685,0.1735,0.1905,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,1,3347374.74864809,75676361.1466808,8197452.64590949,14843406.5703431,0.50802945305999,1,14.9,2
269,WYLIE,COLLIN,DFW,CABELL,8,16,1981,,0.18,0.1809,0.1997,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,0,3347374.74864809,75676361.1466808,8003139.25381578,14058181.1006322,0.525054199454386,0,14.9,2
270,WYLIE,COLLIN,DFW,BORDEN,8,15,1982,,0.162,0.172,0.182,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,1,5227845.45972869,84946678.9341424,9805207.2039634,14843406.5703431,0.599033940373692,1,14.8,2
271,WYLIE,COLLIN,DFW,CABELL,8,15,1982,,0.185,0.195,0.205,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,0,5227845.45972869,84946678.9341424,7870767.7718193,14058181.1006322,0.498328319741313,0,14.8,2
272,WYLIE,COLLIN,DFW,BORDEN,8,14,1983,,0.1525,0.1625,0.1725,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,1,11847250.7249519,74331231.1668181,10543892.1165986,14843406.5703431,0.5509572363015,1,14.86,3
273,WYLIE,COLLIN,DFW,CABELL,8,14,1983,,0.205,0.205,0.225,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,0,11847250.7249519,74331231.1668181,10881132.3823614,14058181.1006322,0.614622566233523,0,14.86,3
274,WYLIE,COLLIN,DFW,SCHEPPS,8,14,1983,,0.16,0.17,0.18,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,0,11847250.7249519,74331231.1668181,6253401.98023637,24459260.8526589,0.0962814622957156,0,14.86,3
275,WYLIE,COLLIN,DFW,BORDEN,8,19,1984,,0.1595,0.1675,0.1775,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,1,9369291.05821496,86135755.5117197,10051972.0649329,14843406.5703431,0.568427614294634,1,14.56,2
276,WYLIE,COLLIN,DFW,CABELL,8,19,1984,,0.17,0.19,0.19,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,0,9369291.05821496,86135755.5117197,8642213.67774759,14058181.1006322,0.505972678884882,0,14.56,2
277,WYLIE,COLLIN,DFW,BORDEN,8,1,1985,,0.1575,0.1675,0.1775,,47254.8268412998,73193.9418124931,65751.2313462071,186200,186200,1,2,2586,1,1,12520704.9853242,93054269.8529648,9811431.77337999,14843406.5703431,0.526443241255976,1,14.04,3
278,WYLIE,COLLIN,DFW,CABELL,8,1,1985,,0.1615,0.1715,0.1815,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,,0,12520704.9853242,93054269.8529648,9231215.88763041,14058181.1006322,0.52209096963116,0,14.04,3
279,WYLIE,COLLIN,DFW,SCHEPPS,8,1,1985,,0.1609,0.1705,0.1809,,47254.8268412998,73193.9418124931,65751.2313462071,186200,,1,2,2586,1,0,12520704.9853242,93054269.8529648,14285828.2228793,24459260.8526589,0.449513509285144,0,14.04,3
280,WYLIE,COLLIN,DFW,BORDEN,7,31,1986,,0.1575,0.1675,0.1775,,53421.8101508787,82746.1050028453,74332.084846276,210500,210500,1,2,2923,1,1,44316943.5878745,96115650.8644452,12259771.4908155,14843406.5703431,0.364861188685188,1,14.14,3
281,WYLIE,COLLIN,DFW,CABELL,7,31,1986,,0.1625,0.1725,0.1825,,53421.8101508787,82746.1050028453,74332.084846276,210500,,1,2,2923,,0,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,0,14.14,3
282,WYLIE,COLLIN,DFW,SCHEPPS,7,31,1986,,0.17,0.18,0.19,,53421.8101508787,82746.1050028453,74332.084846276,210500,,1,2,2923,1,0,44316943.5878745,96115650.8644452,9300920.91962015,24459260.8526589,-0.0808176353415,0,14.14,3
283,WYLIE,COLLIN,DFW,BORDEN,8,2,1987,,0.1595,0.1695,0.1795,,56441.8554753226,87423.9133141701,78534.2312105073,222400,222400,1,2,3088,1,1,10420658.6628414,101379288.42028,12591149.0048624,14843406.5703431,0.745476621262683,1,14.62,2
284,WYLIE,COLLIN,DFW,CABELL,8,2,1987,,0.1635,0.1735,0.1835,,56441.8554753226,87423.9133141701,78534.2312105073,222400,,1,2,3088,,0,10420658.6628414,101379288.42028,13676003.7467849,14058181.1006322,0.870025762328601,0,14.62,2
285,WYLIE,COLLIN,DFW,BORDEN,8,2,1988,,0.155,0.165,0.175,,57253.9685037445,88681.8113474675,79664.2201487879,225600,225600,1,2,3133,1,1,8338127.35565186,109470332.68921,13714234.8100009,14843406.5703431,0.847759803084582,1,14.14,2
286,WYLIE,COLLIN,DFW,CABELL,8,2,1988,,0.16,0.17,0.18,,57253.9685037445,88681.8113474675,79664.2201487879,225600,,1,2,3133,,0,8338127.35565186,109470332.68921,13536451.708017,14058181.1006322,0.88671992695069,0,14.14,2
287,WYLIE,COLLIN,DFW,CABELL,7,31,1989,0.165,0.16,0.165,0.172,115885.838449316,32107.4371484951,49731.8484371488,44674.8759650399,242400,242400,1,2,3366,,1,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22,3
288,WYLIE,COLLIN,DFW,BORDEN,7,31,1989,0.169,0.159,0.169,,115885.838449316,32107.4371484951,49731.8484371488,44674.8759650399,242400,,1,2,3366,1,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,1,15.22,3
289,WYLIE,COLLIN,DFW,SCHEPPS,7,31,1989,0.18,0.17,0.18,,115885.838449316,32107.4371484951,49731.8484371488,44674.8759650399,242400,,1,2,3366,,0,20263952.3471971,108104445.363237,18270184.2117774,24459260.8526589,0.559515962757628,0,15.22,3
290,WYLIE,COLLIN,DFW,CABELL,7,29,1990,0.15,0.1475,0.149,,150333.538579518,41651.5486779154,64514.9127425669,,256500,256500,1,2,3562,1,1,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,0,16.2533333333,4
291,WYLIE,COLLIN,DFW,BORDEN,7,29,1990,0.15,0.1545,0.1545,,150333.538579518,41651.5486779154,64514.9127425669,,256500,,1,2,3562,1,0,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,1,16.2533333333,4
292,WYLIE,COLLIN,DFW,CABELL,7,29,1990,0.166,0.164,0.165,,150333.538579518,41651.5486779154,64514.9127425669,,256500,,1,2,3562,0,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,0,16.2533333333,4
293,WYLIE,COLLIN,DFW,SCHEPPS,7,29,1990,0.18,0.18,0.19,,150333.538579518,41651.5486779154,64514.9127425669,,256500,,1,2,3562,1,0,26799257.7005791,104099327.274789,24353935.8526589,24459260.8526589,0.738254562401717,0,16.2533333333,4
294,COMANCHE,COMANCHE,DFW,BORDEN,8,10,1980,0.1275,0.1275,0.1425,0.1425,67905.5635623037,18813.9779914814,29141.344967674,26178.1134785408,142039,,3,3,1315,1,1,3596480.43790613,58060037.7775751,6067753.37736641,14843406.5703431,0.34684025923748,0,14.14,3
295,COMANCHE,COMANCHE,DFW,FOREMOST,8,10,1980,0.142,0.125,0.14,0.15,67905.5635623037,18813.9779914814,29141.344967674,26178.1134785408,142039,,3,3,1315,1,0,3596480.43790613,58060037.7775751,8366707.41666667,14571456.9513027,0.51224052190332,0,14.14,3
296,COMANCHE,COMANCHE,DFW,GANDY,8,10,1980,0.145,0.1275,0.145,0.1575,67905.5635623037,18813.9779914814,29141.344967674,26178.1134785408,142039,,3,3,1315,1,0,3596480.43790613,58060037.7775751,92750,240322.931647757,0.323994870735959,0,14.14,3
297,COMANCHE,COMANCHE,DFW,FOREMOST,8,8,1982,0.142,0.142,0.142,,83248.4424417003,23064.8901468321,35725.6674114677,,142039,,3,3,1315,1,1,5227845.45972869,84946678.9341424,8751426.82899396,14571456.9513027,0.539044275630145,0,14.95,3
298,COMANCHE,COMANCHE,DFW,BORDEN,8,8,1982,0.148,0.148,0.168,0.168,83248.4424417003,23064.8901468321,35725.6674114677,,142039,,3,3,1315,,0,5227845.45972869,84946678.9341424,9805207.2039634,14843406.5703431,0.599033940373692,0,14.95,3
299,COMANCHE,COMANCHE,DFW,GANDY,8,8,1982,0.149,0.149,0.1675,,83248.4424417003,23064.8901468321,35725.6674114677,,142039,,3,3,1315,1,0,5227845.45972869,84946678.9341424,0,240322.931647757,-0.061542670358917,0,14.95,3
300,COMANCHE,COMANCHE,DFW,DROPIN BUCKT,8,11,1985,0.145,0.135,0.143,0.155,67905.5635623037,18813.9779914814,29141.344967674,26178.1134785408,142039,142039,3,3,1315,1,1,12520704.9853242,93054269.8529648,142039,142039,0.865447281407847,0,14.19,4
301,COMANCHE,COMANCHE,DFW,BORDEN,8,11,1985,0.15,0.14,0.15,0.16,67905.5635623037,18813.9779914814,29141.344967674,26178.1134785408,142039,,3,3,1315,1,0,12520704.9853242,93054269.8529648,9811431.77337999,14843406.5703431,0.526443241255976,0,14.19,4
302,COMANCHE,COMANCHE,DFW,FOREMOST,8,11,1985,0.181,0.18,0.181,0.185,67905.5635623037,18813.9779914814,29141.344967674,26178.1134785408,142039,,3,3,1315,1,0,12520704.9853242,93054269.8529648,14571456.9513027,14571456.9513027,0.865447281407847,0,14.19,4
303,COMANCHE,COMANCHE,DFW,GANDY,8,11,1985,,0.1325,0.155,0.1625,67905.5635623037,18813.9779914814,29141.344967674,26178.1134785408,142039,,3,3,1315,1,0,12520704.9853242,93054269.8529648,78750,240322.931647757,0.193131366567995,0,14.19,4
304,COMANCHE,COMANCHE,DFW,GANDY,8,10,1986,,0.135,0.156,0.165,,37615.2989792531,58263.0852503883,52338.6157703586,148217,148217,3,3,1372,1,1,11364286.1119198,96115650.8644452,231342,240322.931647757,0.844394192585079,0,14.29,4
305,COMANCHE,COMANCHE,DFW,BORDEN,8,10,1986,0.16,0.15,0.17,0.18,,37615.2989792531,58263.0852503883,52338.6157703586,148217,,3,3,1372,1,0,11364286.1119198,96115650.8644452,13472758.4339951,14843406.5703431,0.789423920428005,0,14.29,4
306,COMANCHE,COMANCHE,DFW,DROPIN BUCKT,8,10,1986,0.15,0.143,0.158,0.165,,37615.2989792531,58263.0852503883,52338.6157703586,148217,,3,3,1372,1,0,11364286.1119198,96115650.8644452,0,142039,-0.118235542387859,0,14.29,4
307,COMANCHE,COMANCHE,DFW,PRESTON,8,10,1986,0.1625,0.16,0.165,0.17,,37615.2989792531,58263.0852503883,52338.6157703586,148217,,3,3,1372,1,0,11364286.1119198,96115650.8644452,16977811.2144023,18820439.5968973,0.783858753921841,0,14.29,4
308,COMANCHE,COMANCHE,DFW,PURE,8,3,1988,0.1485,0.1385,0.1475,0.1575,77944.7002025562,21595.4304365361,33449.5920193724,30048.2773415354,163038,163038,3,3,1509,0,1,8338127.35565186,109470332.68921,3916113.91823389,4073460.97903592,0.885204717505631,0,14.29,4
309,COMANCHE,COMANCHE,DFW,BORDEN,8,3,1988,0.154,0.144,0.154,0.16,77944.7002025562,21595.4304365361,33449.5920193724,30048.2773415354,163038,,3,3,1509,1,0,8338127.35565186,109470332.68921,13714234.8100009,14843406.5703431,0.847759803084582,0,14.29,4
310,COMANCHE,COMANCHE,DFW,GANDY,8,3,1988,0.1475,0.136,0.1525,0.1625,77944.7002025562,21595.4304365361,33449.5920193724,30048.2773415354,163038,,3,3,1509,1,0,8338127.35565186,109470332.68921,0,240322.931647757,-0.0761679182918359,0,14.29,4
311,COMANCHE,COMANCHE,DFW,PRESTON,8,3,1988,0.159,0.154,0.159,0.169,77944.7002025562,21595.4304365361,33449.5920193724,30048.2773415354,163038,,3,3,1509,0,0,8338127.35565186,109470332.68921,18820439.5968973,18820439.5968973,0.923832081708164,0,14.29,4
312,COMANCHE,COMANCHE,DFW,PURE,8,13,1989,0.144,0.142,0.144,0.154,80899.6934676355,22414.1435925379,34717.7131216414,31187.4498181852,169219,169219,3,3,1566,0,1,3847235.86096735,108104445.363237,4073460.97903592,4073460.97903592,0.964411862546073,0,15.37,3
313,COMANCHE,COMANCHE,DFW,BORDEN,8,13,1989,0.14,0.13,0.14,0.15,80899.6934676355,22414.1435925379,34717.7131216414,31187.4498181852,169219,,3,3,1566,1,0,3847235.86096735,108104445.363237,11132370.4768684,14843406.5703431,0.714399436093421,0,15.37,3
314,COMANCHE,COMANCHE,DFW,GANDY,8,13,1989,0.1475,0.14,0.1525,0.1625,80899.6934676355,22414.1435925379,34717.7131216414,31187.4498181852,169219,,3,3,1566,1,0,3847235.86096735,108104445.363237,0.0,240322.931647757,-0.0355881374539264,0,15.37,3
315,COMANCHE,COMANCHE,DFW,PURE,8,6,1990,0.142,0.144,0.144,0.154,83263.3056181859,23069.0081522003,35732.0458719437,32098.6403576701,174163,174163,3,3,1612,1,1,5309295.91358337,104099327.274789,2247297.12506319,4073460.97903592,0.500690105269116,0,16.4033333333,4
316,COMANCHE,COMANCHE,DFW,BORDEN,8,6,1990,0.149,0.145,0.155,0.16,83263.3056181859,23069.0081522003,35732.0458719437,32098.6403576701,174163,,3,3,1612,1,0,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,0,16.4033333333,4
317,COMANCHE,COMANCHE,DFW,GANDY,8,6,1990,0.164,0.154,0.164,0.1725,83263.3056181859,23069.0081522003,35732.0458719437,32098.6403576701,174163,,3,3,1612,1,0,5309295.91358337,104099327.274789,0.0,240322.931647757,-0.0510022115663486,0,16.4033333333,4
318,COMANCHE,COMANCHE,DFW,PURE,8,6,1990,0.152,0.149,0.152,0.159,83263.3056181859,23069.0081522003,35732.0458719437,32098.6403576701,174163,,3,3,1612,0,0,5309295.91358337,104099327.274789,2247297.12506319,4073460.97903592,0.500690105269116,0,16.4033333333,4
319,COMANCHE,COMANCHE,DFW,PURE,8,11,1991,0.142,0.144,0.144,0.154,83263.3056181859,23069.0081522003,35732.0458719437,32098.6403576701,174163,,3,3,1612,1,1,1738711.70423996,76931068.1288262,1218883.09131503,4073460.97903592,0.276624520421713,0,14.13,4
320,COMANCHE,COMANCHE,DFW,BORDEN,8,11,1991,0.145,0.135,0.1475,,83263.3056181859,23069.0081522003,35732.0458719437,32098.6403576701,174163,,3,3,1612,1,0,1738711.70423996,76931068.1288262,12829496.0368675,14843406.5703431,0.841721983905328,0,14.13,4
321,COMANCHE,COMANCHE,DFW,GANDY,8,11,1991,0.1448,0.136,0.1433,,83263.3056181859,23069.0081522003,35732.0458719437,32098.6403576701,174163,,3,3,1612,1,0,1738711.70423996,76931068.1288262,240322.931647757,240322.931647757,0.977399095755068,0,14.13,4
322,COMANCHE,COMANCHE,DFW,PURE,8,11,1991,0.152,0.147,0.1505,0.1555,83263.3056181859,23069.0081522003,35732.0458719437,32098.6403576701,174163,,3,3,1612,0,0,1738711.70423996,76931068.1288262,1218883.09131503,4073460.97903592,0.276624520421713,0,14.13,4
323,DE LEON,COMANCHE,DFW,GANDY,7,30,1980,0.1415,0.126,0.144,0.156,46086.9565217391,23043.4782608696,23043.4782608696,576.0869565217,92750,,3,5,515,1,1,27945146.4919576,58060037.7775751,92750,240322.931647757,-0.0953756117175642,0,14.14,2
324,DE LEON,COMANCHE,DFW,FOREMOST,7,30,1980,0.139,0.124,0.139,0.149,46086.9565217391,23043.4782608696,23043.4782608696,576.0869565217,92750,,3,5,515,1,0,27945146.4919576,58060037.7775751,8054473.41666667,14571456.9513027,0.0714422576539567,0,14.14,2
325,DE LEON,COMANCHE,DFW,FOREMOST,8,5,1981,,,0.1457,0.1557,,,90487.8048780488,2262.1951219512,92750,,3,5,515,1,1,3347374.74864809,75676361.1466808,9929676.30251651,14571456.9513027,0.637214280829066,0,15.05,2
326,DE LEON,COMANCHE,DFW,GANDY,8,5,1981,0.155,0.14,0.1625,0.175,,,90487.8048780488,2262.1951219512,92750,,3,5,515,1,0,3347374.74864809,75676361.1466808,0,240322.931647757,-0.0442327656606003,0,15.05,2
327,DE LEON,COMANCHE,DFW,FOREMOST,8,9,1982,,,,,,,,,92750,,3,5,515,,1,5227845.45972869,84946678.9341424,8751426.82899396,14571456.9513027,0.539044275630145,0,14.95,1
328,DE LEON,COMANCHE,DFW,FOREMOST,8,3,1983,0.15,0.135,0.15,0.16,46086.9565217391,23043.4782608696,23043.4782608696,576.0869565217,92750,,3,5,515,0,1,11847250.7249519,74331231.1668181,12390434.7005889,14571456.9513027,0.690937731886307,0,15.01,2
329,DE LEON,COMANCHE,DFW,GANDY,8,3,1983,0.155,0.14,0.1625,0.175,46086.9565217391,23043.4782608696,23043.4782608696,576.0869565217,92750,,3,5,515,1,0,11847250.7249519,74331231.1668181,0,240322.931647757,-0.159384562033739,0,15.01,2
330,DE LEON,COMANCHE,DFW,GANDY,8,13,1984,0.155,0.14,0.1625,0.175,46086.9565217391,23043.4782608696,23043.4782608696,576.0869565217,92750,92750,3,5,515,0,1,9369291.05821496,86135755.5117197,92750,240322.931647757,0.277165493509645,0,14.71,2
331,DE LEON,COMANCHE,DFW,FOREMOST,8,13,1984,0.165,0.155,0.1669,0.1769,46086.9565217391,23043.4782608696,23043.4782608696,576.0869565217,92750,,3,5,515,1,0,9369291.05821496,86135755.5117197,11680956.1707223,14571456.9513027,0.692859145596323,0,14.71,2
332,DE LEON,COMANCHE,DFW,GANDY,8,12,1985,0.155,0.14,0.1625,0.175,39130.4347826087,19565.2173913043,19565.2173913043,489.1304347826,78750,78750,3,5,437,0,1,12520704.9853242,93054269.8529648,78750,240322.931647757,0.193131366567995,0,14.19,2
333,DE LEON,COMANCHE,DFW,DROPIN BUCKT,8,12,1985,0.148,0.143,0.16,0.165,39130.4347826087,19565.2173913043,19565.2173913043,489.1304347826,78750,,3,5,437,,0,12520704.9853242,93054269.8529648,142039,142039,0.865447281407847,0,14.19,2
334,DE LEON,COMANCHE,DFW,GANDY,8,11,1986,0.157,0.1425,0.164,0.177,41304.347826087,20652.1739130435,20652.1739130435,516.3043478261,83125,83125,3,5,461,0,1,11364286.1119198,96115650.8644452,231342,240322.931647757,0.844394192585079,0,14.29,1
335,DE LEON,COMANCHE,DFW,BORDEN,8,10,1987,0.153,0.143,0.153,0.163,41739.1304347826,20869.5652173913,20869.5652173913,521.7391304348,84000,84000,3,5,466,1,1,10420658.6628414,101379288.42028,12591149.0048624,14843406.5703431,0.745476621262683,0,14.77,2
336,DE LEON,COMANCHE,DFW,GANDY,8,10,1987,0.159,0.144,0.165,0.179,41739.1304347826,20869.5652173913,20869.5652173913,521.7391304348,84000,,3,5,466,,0,10420658.6628414,101379288.42028,0,240322.931647757,-0.102788832168967,0,14.77,2
337,DE LEON,COMANCHE,DFW,BORDEN,8,7,1989,0.14,0.13,0.14,0.15,42608.6956521739,21304.347826087,21304.347826087,532.6086956522,85750,85750,3,5,476,1,1,3847235.86096735,108104445.363237,11132370.4768684,14843406.5703431,0.714399436093421,0,15.37,3
338,DE LEON,COMANCHE,DFW,GANDY,8,7,1989,0.159,0.145,0.1625,0.175,42608.6956521739,21304.347826087,21304.347826087,532.6086956522,85750,,3,5,476,,0,3847235.86096735,108104445.363237,0.0,240322.931647757,-0.0355881374539264,0,15.37,3
339,DE LEON,COMANCHE,DFW,PURE,8,7,1989,0.1465,0.142,0.1465,0.152,42608.6956521739,21304.347826087,21304.347826087,532.6086956522,85750,,3,5,476,0,0,3847235.86096735,108104445.363237,4073460.97903592,4073460.97903592,0.964411862546073,0,15.37,3
340,DE LEON,COMANCHE,DFW,BORDEN,8,13,1990,0.149,0.145,0.155,0.16,42732.9192546584,21366.4596273292,21366.4596273292,534.1614906832,86000,86000,3,5,477,1,1,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,0,16.4033333333,3
341,DE LEON,COMANCHE,DFW,GANDY,8,13,1990,0.1675,0.155,0.166,0.175,42732.9192546584,21366.4596273292,21366.4596273292,534.1614906832,86000,,3,5,477,1,0,5309295.91358337,104099327.274789,0.0,240322.931647757,-0.0510022115663486,0,16.4033333333,3
342,DE LEON,COMANCHE,DFW,OAK FARMS,8,13,1990,0.173,0.17,0.1725,0.1795,42732.9192546584,21366.4596273292,21366.4596273292,534.1614906832,86000,,3,5,477,1,0,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.4033333333,3
343,DE LEON,COMANCHE,DFW,BORDEN,8,12,1991,0.14,0.1225,0.1475,0.155,40000,20000,20000,500,80500,80500,3,5,447,1,1,1738711.70423996,76931068.1288262,12829496.0368675,14843406.5703431,0.841721983905328,0,14.13,2
344,DE LEON,COMANCHE,DFW,GANDY,8,12,1991,0.1488,,0.1356,0.1647,40000,20000,20000,500,80500,,3,5,447,1,0,1738711.70423996,76931068.1288262,240322.931647757,240322.931647757,0.977399095755068,0,14.13,2
345,ERA,COOKE,DFW,BORDEN,8,13,1984,0.1675,0.1575,0.1675,0.1775,18824.2775946445,5215.4716902723,8078.3479051681,7256.9028099152,39375,,1,2,546,1,1,9369291.05821496,86135755.5117197,10051972.0649329,14843406.5703431,0.568427614294634,1,14.56,2
346,ERA,COOKE,DFW,CABELL,8,13,1984,0.225,0.215,0.215,0.235,18824.2775946445,5215.4716902723,8078.3479051681,7256.9028099152,39375,,1,2,546,1,0,9369291.05821496,86135755.5117197,8642213.67774759,14058181.1006322,0.505972678884882,0,14.56,2
347,ERA,COOKE,DFW,BORDEN,8,12,1985,0.1675,0.1575,0.1675,0.1775,18824.2775946445,5215.4716902723,8078.3479051681,7256.9028099152,39375,39375,1,2,546,1,1,12520704.9853242,93054269.8529648,9811431.77337999,14843406.5703431,0.526443241255976,1,14.04,3
348,ERA,COOKE,DFW,CABELL,8,12,1985,0.23,0.22,0.22,0.24,18824.2775946445,5215.4716902723,8078.3479051681,7256.9028099152,39375,,1,2,546,,0,12520704.9853242,93054269.8529648,9231215.88763041,14058181.1006322,0.52209096963116,0,14.04,3
349,ERA,COOKE,DFW,PRESTON,8,12,1985,0.175,0.165,0.175,0.18,18824.2775946445,5215.4716902723,8078.3479051681,7256.9028099152,39375,,1,2,546,,0,12520704.9853242,93054269.8529648,9785337.0549789,18820439.5968973,0.385378657324915,0,14.04,3
350,ERA,COOKE,DFW,BORDEN,8,11,1986,0.1695,0.1595,0.1695,0.1795,20915.8639940494,5794.968544747,8975.9421168534,8063.2253443502,43750,43750,1,2,607,1,1,11364286.1119198,96115650.8644452,13472758.4339951,14843406.5703431,0.789423920428005,1,14.14,1
351,ERA,COOKE,DFW,BORDEN,8,10,1987,0.1725,0.1625,0.1725,0.1825,23844.0849532164,6606.2641410115,10232.5740132129,9192.0768925593,49875,49875,1,2,692,1,1,10420658.6628414,101379288.42028,12591149.0048624,14843406.5703431,0.745476621262683,1,14.62,1
352,ERA,COOKE,DFW,BORDEN,8,15,1988,0.17,0.16,0.17,0.18,23425.7676733354,6490.3647701166,10053.0551708758,9030.8123856723,49000,49000,1,2,680,1,1,8338127.35565186,109470332.68921,13714234.8100009,14843406.5703431,0.847759803084582,1,14.14,1
353,ERA,COOKE,DFW,BORDEN,7,10,1989,0.169,0.159,0.169,0.179,25099.0367928593,6953.9622536963,10771.1305402241,9675.8704132203,52500,52500,1,2,729,1,1,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,1,15.22,1
354,ERA,COOKE,DFW,BORDEN,8,30,1990,0.169,0.159,0.169,0.179,28445.5750319072,7881.1572208559,12207.2812789206,10965.9864683163,59500,59500,1,2,826,1,1,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,1,16.2533333333,1
355,ERA,COOKE,DFW,BORDEN,8,18,1991,0.165,0.155,0.165,0.17,28445.5750319072,7881.1572208559,12207.2812789206,10965.9864683163,59500,,1,2,826,1,1,1738711.70423996,76931068.1288262,12829496.0368675,14843406.5703431,0.841721983905328,1,13.98,1
356,LINDSAY,COOKE,DFW,BORDEN,7,18,1984,0.1895,0.1845,0.1895,0.1995,,,,,,,1,2.5,0.0,1,0,30074452.8762326,86135755.5117197,9664784.89714514,14843406.5703431,0.301964576756488,1,14.56,1
357,LINDSAY,COOKE,DFW,BORDEN,8,6,1986,0.185,0.175,0.185,0.195,,,,,,,1,2.5,0.0,1,0,11364286.1119198,96115650.8644452,13472758.4339951,14843406.5703431,0.789423920428005,1,14.14,1
