rowid,SYSTEM,COUNTY,MRKTCODE,VENDOR,MONTH,DAY,YEAR,LFC,LFW,WW,WC,QLFC,QLFW,QWW,QWC,ESTQTY,QUANTITY,FMOZONE,ESC,WIN,PASSED,CONTRACTS,COMMITMENTS,CAPACITY,BACKLOG,I,FMO
2692,FORT WORTH,TARRANT,DFW,VANDERVOORT,6,27,1982,0.172,0.16,0.172,,2173294.01652038,602134.842137308,932658.641342312,,3708087.5,,1,0,1,69779728.1998207,84946678.9341424,4768187.5,10802340.4761135,-0.380050096157113,0,14.8
2693,FORT WORTH,TARRANT,DFW,CABELL,6,27,1982,0.21,0.19,0.194,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,0,0,69779728.1998207,84946678.9341424,4628783.56817933,14058181.1006322,-0.492194216692964,0,14.8
2694,FORT WORTH,TARRANT,DFW,SCHEPPS,6,27,1982,0.175,0.165,0.175,,2173294.01652038,602134.842137308,932658.641342312,,3708087.5,,1,1,0,69779728.1998207,84946678.9341424,6290745.33333333,24459260.8526589,-0.564260500384491,0,14.8
2695,FORT WORTH,TARRANT,DFW,BORDEN,8,1,1983,0.164,0.155,0.164,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,1,1,11847250.7249519,74331231.1668181,10543892.1165986,14843406.5703431,0.5509572363015,0,14.86
2696,FORT WORTH,TARRANT,DFW,FOREMOST,8,1,1983,0.165,0.155,0.165,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,0,1,11847250.7249519,74331231.1668181,12390434.7005889,14571456.9513027,0.690937731886307,0,14.86
2697,FORT WORTH,TARRANT,DFW,VANDERVOORT,8,1,1983,0.164,0.155,0.164,,2173294.01652038,602134.842137308,932658.641342312,,3708087.5,,1,1,1,11847250.7249519,74331231.1668181,7613490.29130251,10802340.4761135,0.545415504964495,0,14.86
2698,FORT WORTH,TARRANT,DFW,CABELL,8,1,1983,0.1689,0.1589,0.1689,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,1,0,11847250.7249519,74331231.1668181,10881132.3823614,14058181.1006322,0.614622566233523,0,14.86
2699,FORT WORTH,TARRANT,DFW,SCHEPPS,8,1,1983,0.167,0.157,0.167,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,1,0,11847250.7249519,74331231.1668181,6253401.98023637,24459260.8526589,0.0962814622957156,0,14.86
2700,FORT WORTH,TARRANT,DFW,BORDEN,7,29,1984,0.1662,0.1582,0.1662,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,1,1,30074452.8762326,86135755.5117197,9664784.89714514,14843406.5703431,0.301964576756488,0,14.56
2701,FORT WORTH,TARRANT,DFW,FOREMOST,7,29,1984,0.167,0.159,0.168,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,1,1,30074452.8762326,86135755.5117197,11606956.1707223,14571456.9513027,0.44740247822818,0,14.56
2702,FORT WORTH,TARRANT,DFW,VANDERVOORT,7,29,1984,0.166,0.158,0.166,,2173294.01652038,602134.842137308,932658.641342312,,3708087.5,,1,1,1,30074452.8762326,86135755.5117197,7784064.2015819,10802340.4761135,0.371438739607568,0,14.56
2703,FORT WORTH,TARRANT,DFW,CABELL,7,29,1984,0.18,0.17,0.18,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,0,0,30074452.8762326,86135755.5117197,7995917.10339186,14058181.1006322,0.219621446185245,0,14.56
2704,FORT WORTH,TARRANT,DFW,SCHEPPS,7,29,1984,0.1699,0.16,0.1691,,4346588.03304076,1204269.68427462,1865317.28268462,,7416175,,1,1,0,30074452.8762326,86135755.5117197,13388027.5406088,24459260.8526589,0.198208480567921,0,14.56
2705,FORT WORTH,TARRANT,DFW,BORDEN,7,16,1985,0.1649,0.1549,0.1649,0.1749,886375.472320398,245580.004841936,380383.757305458,341704.515532209,1854043.75,,1,1,1,34524212.7822232,93054269.8529648,8844340.28206943,14843406.5703431,0.224831433863282,0,14.04
2706,FORT WORTH,TARRANT,DFW,FOREMOST,7,16,1985,0.163,0.153,0.163,0.173,886375.472320398,245580.004841936,380383.757305458,341704.515532209,1854043.75,,1,0,1,34524212.7822232,93054269.8529648,13685055.051552,14571456.9513027,0.568157023750384,0,14.04
2707,FORT WORTH,TARRANT,DFW,VANDERVOORT,7,16,1985,0.162,0.152,0.162,0.172,1772750.9446408,491160.009683871,760767.514610916,683409.031064418,3708087.5,,1,0,1,34524212.7822232,93054269.8529648,9228623.86220025,10802340.4761135,0.483305477965899,0,14.04
2708,FORT WORTH,TARRANT,DFW,SCHEPPS,7,16,1985,0.1665,0.1595,0.1665,0.1765,886375.472320398,245580.004841936,380383.757305458,341704.515532209,1854043.75,,1,1,0,34524212.7822232,93054269.8529648,13885452.1144052,24459260.8526589,0.196685535189023,0,14.04
2709,FORT WORTH,TARRANT,DFW,PRESTON,7,16,1985,0.1775,0.1675,0.1775,0.1875,3545501.88928159,982320.019367743,1521535.02922183,1366818.06212884,7416175,,1,0,0,34524212.7822232,93054269.8529648,3344500.0,18820439.5968973,-0.193305859544249,0,14.04
2710,FORT WORTH,TARRANT,DFW,CABELL,7,14,1986,0.171,0.161,0.171,0.181,1772750.9446408,491160.009683871,760767.514610916,683409.031064418,3708087.5,,1,0,1,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,0,14.14
2711,FORT WORTH,TARRANT,DFW,VANDERVOORT,7,14,1986,0.17,0.16,0.17,0.18,1772750.9446408,491160.009683871,760767.514610916,683409.031064418,3708087.5,,1,0,1,44316943.5878745,96115650.8644452,8923237.21607158,10802340.4761135,0.364967286626651,0,14.14
2712,FORT WORTH,TARRANT,DFW,BORDEN,7,14,1986,0.171,0.161,0.171,0.181,1772750.9446408,491160.009683871,760767.514610916,683409.031064418,3708087.5,,1,1,0,44316943.5878745,96115650.8644452,12259771.4908155,14843406.5703431,0.364861188685188,0,14.14
2713,FORT WORTH,TARRANT,DFW,FOREMOST,7,14,1986,0.1674,0.1624,0.1724,0.1824,1772750.9446408,491160.009683871,760767.514610916,683409.031064418,3708087.5,,1,0,0,44316943.5878745,96115650.8644452,8379044.44526378,14571456.9513027,0.113951973639772,0,14.14
2714,FORT WORTH,TARRANT,DFW,PRESTON,7,14,1986,0.178,0.173,0.183,0.188,3545501.88928159,982320.019367743,1521535.02922183,1366818.06212884,7416175,,1,0,0,44316943.5878745,96115650.8644452,16316072.0,18820439.5968973,0.40585426071014,0,14.14
2715,FORT WORTH,TARRANT,DFW,SCHEPPS,7,14,1986,0.173,0.163,0.173,0.1835,3545501.88928159,982320.019367743,1521535.02922183,1366818.06212884,7416175,,1,0,0,44316943.5878745,96115650.8644452,9300920.91962015,24459260.8526589,-0.0808176353415,0,14.14
2716,FORT WORTH,TARRANT,DFW,CABELL,7,28,1987,0.1689,0.1589,0.1689,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,1854044,1,0,1,27630100.3848669,101379288.42028,12720290.9744073,14058181.1006322,0.632290052935439,0,14.62
2717,FORT WORTH,TARRANT,DFW,PRESTON,7,28,1987,0.1695,0.1595,0.1695,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,1854044,1,0,1,27630100.3848669,101379288.42028,11495029.668742,18820439.5968973,0.338231842008277,0,14.62
2718,FORT WORTH,TARRANT,DFW,VANDERVOORT,7,28,1987,0.167,0.157,0.167,,2173294.01652038,602134.842137308,932658.641342312,,3708087.5,3708087,1,0,1,27630100.3848669,101379288.42028,7407099.37770092,10802340.4761135,0.413152072265946,0,14.62
2719,FORT WORTH,TARRANT,DFW,BORDEN,7,28,1987,0.1725,0.1625,0.1725,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,1,0,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,0,14.62
2720,FORT WORTH,TARRANT,DFW,SCHEPPS,7,28,1987,0.175,0.165,0.175,,4346588.03304076,1204269.68427462,1865317.28268462,,7416175,,1,0,0,27630100.3848669,101379288.42028,22381531.8318881,24459260.8526589,0.642511617421686,0,14.62
2721,FORT WORTH,TARRANT,DFW,PRESTON,7,27,1988,0.156,0.146,0.156,,2291407.23885569,634859.400317001,983346.360827311,,3909613,3909613,1,0,1,31151504.5559272,109470332.68921,18512439.5968973,18820439.5968973,0.699069089003551,0,14.14
2722,FORT WORTH,TARRANT,DFW,VANDERVOORT,7,27,1988,0.162,0.152,0.162,,2291407.23885569,634859.400317001,983346.360827311,,3909613,3909613,1,0,1,31151504.5559272,109470332.68921,9167448.10906301,10802340.4761135,0.564088150747513,0,14.14
2723,FORT WORTH,TARRANT,DFW,BORDEN,7,27,1988,0.17,0.16,0.17,,1145703.61942784,317429.700158501,491673.180413655,,1954806.5,,1,1,0,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.14
2724,FORT WORTH,TARRANT,DFW,CABELL,7,27,1988,0.1639,0.1539,0.1639,,1145703.61942784,317429.700158501,491673.180413655,,1954806.5,,1,0,0,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,0,14.14
2725,FORT WORTH,TARRANT,DFW,SCHEPPS,7,27,1988,0.17,0.165,0.17,,1145703.61942784,317429.700158501,491673.180413655,,1954806.5,,1,0,0,31151504.5559272,109470332.68921,19255195.5848855,24459260.8526589,0.502669658275722,0,14.14
2726,FORT WORTH,TARRANT,DFW,CABELL,5,8,1989,0.1595,0.151,0.1595,,1204760.67016725,333792.101036501,517017.228796251,,2055570,2055570,1,1,1,96935551.5270101,108104445.363237,3332260.69006508,14058181.1006322,-0.659650673296792,0,15.22
2727,FORT WORTH,TARRANT,DFW,VANDERVOORT,5,8,1989,0.165,0.154,0.162,,1204760.67016725,333792.101036501,517017.228796251,,2055570,2055570,1,1,1,96935551.5270101,108104445.363237,6349894.91297504,10802340.4761135,-0.308858387133862,0,15.22
2728,FORT WORTH,TARRANT,DFW,PRESTON,5,8,1989,0.159,0.149,0.157,,2409521.3403345,667584.202073002,1034034.4575925,,4111140,4111140,1,1,1,96935551.5270101,108104445.363237,13198917.0,18820439.5968973,-0.195376648885971,0,15.22
2729,FORT WORTH,TARRANT,DFW,BORDEN,5,8,1989,0.1645,0.1535,0.1635,,1204760.67016725,333792.101036501,517017.228796251,,2055570,,1,0,0,96935551.5270101,108104445.363237,5584135.96453409,14843406.5703431,-0.520481104808929,0,15.22
2730,FORT WORTH,TARRANT,DFW,SCHEPPS,5,8,1989,0.174,0.164,0.174,,2409521.3403345,667584.202073002,1034034.4575925,,4111140,,1,0,0,96935551.5270101,108104445.363237,8672757.43141521,24459260.8526589,-0.542104529344491,0,15.22
2731,FORT WORTH,TARRANT,DFW,PRESTON,4,29,1990,0.165,0.16,0.165,,2362275.58252384,654494.248893761,1013759.1685824,,4030529,4030529,1,0,1,103940512.329861,104099327.274789,4030529,18820439.5968973,-0.784317384056054,0,16.2533333333
2732,FORT WORTH,TARRANT,DFW,VANDERVOORT,4,29,1990,0.169,0.165,0.169,,2362275.58252384,654494.248893761,1013759.1685824,,4030529,4030529,1,1,1,103940512.329861,104099327.274789,4030529,10802340.4761135,-0.625358118963668,0,16.2533333333
2733,FORT WORTH,TARRANT,DFW,BORDEN,4,29,1990,0.1755,0.1735,0.1805,,1181137.79126192,327247.12444688,506879.5842912,,2015264.5,,1,1,0,103940512.329861,104099327.274789,793993.81090884,14843406.5703431,-0.944983043326762,0,16.2533333333
2734,FORT WORTH,TARRANT,DFW,OAK FARMS,4,29,1990,0.1789,0.1779,0.1779,,1181137.79126192,327247.12444688,506879.5842912,,2015264.5,,1,0,0,103940512.329861,104099327.274789,21600.0,34259343.9798566,-0.997843905358493,0,16.2533333333
2735,FORT WORTH,TARRANT,DFW,SCHEPPS,4,29,1990,0.202,0.192,0.192,,1181137.79126192,327247.12444688,506879.5842912,,2015264.5,,1,0,0,103940512.329861,104099327.274789,327990.0,24459260.8526589,-0.985064745490118,0,16.2533333333
2736,FORT WORTH,TARRANT,DFW,OAK FARMS,5,15,1991,0.1534,0.1499,0.1549,,2362275.58252384,654494.248893761,1013759.1685824,,4030529,,1,0,1,54898069.6016066,76931068.1288262,22056365.8028877,34259343.9798566,-0.0697949297606594,0,13.98
2737,FORT WORTH,TARRANT,DFW,PRESTON,5,15,1991,0.155,0.152,0.157,,2362275.58252384,654494.248893761,1013759.1685824,,4030529,,1,1,1,54898069.6016066,76931068.1288262,4199097.32195967,18820439.5968973,-0.490487103385302,0,13.98
2738,FORT WORTH,TARRANT,DFW,DIXIE,5,15,1991,0.175,0.17,0.175,,1181137.79126192,327247.12444688,506879.5842912,,2015264.5,,1,0,0,54898069.6016066,76931068.1288262,0.0,0.0,,0,13.98
2739,FORT WORTH,TARRANT,DFW,BORDEN,5,15,1991,0.155,0.1475,0.1575,,1181137.79126192,327247.12444688,506879.5842912,,2015264.5,,1,0,0,54898069.6016066,76931068.1288262,10301398.111573,14843406.5703431,-0.0195957897949737,0,13.98
2740,FORT WORTH,TARRANT,DFW,SCHEPPS,5,15,1991,0.172,0.166,0.172,,1181137.79126192,327247.12444688,506879.5842912,,2015264.5,,1,0,0,54898069.6016066,76931068.1288262,6252304.5,24459260.8526589,-0.457979617315809,0,13.98
2741,FORT WORTH,TARRANT,DFW,OAK FARMS,5,10,1992,0.1619,0.1619,0.1639,,1181137.79126192,327247.12444688,506879.5842912,,2015264.5,,1,0,1,29490318.0614746,44444553.0614746,8124940.01161137,34259343.9798566,-0.426370710120917,0,15.1533333333
2742,FORT WORTH,TARRANT,DFW,PRESTON,5,10,1992,0.145,0.1425,0.1525,,3543413.37378576,981741.373340641,1520638.7528736,,6045793.5,,1,0,1,29490318.0614746,44444553.0614746,8216136.5,18820439.5968973,-0.226976624470308,0,15.1533333333
2743,FORT WORTH,TARRANT,DFW,BORDEN,5,10,1992,0.166,0.1526,0.1631,,1181137.79126192,327247.12444688,506879.5842912,,2015264.5,,1,1,0,29490318.0614746,44444553.0614746,444190.0,14843406.5703431,-0.63360546348886,0,15.1533333333
2744,FORT WORTH,TARRANT,DFW,SCHEPPS,5,10,1992,0.172,0.169,0.172,,1181137.79126192,327247.12444688,506879.5842912,,2015264.5,,1,0,0,29490318.0614746,44444553.0614746,327990.0,24459260.8526589,-0.650120889996347,0,15.1533333333
2745,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,7,9,1980,0.175,0.16,0.165,0.18,265332.67466737,73513.3152533614,113866.237139512,102287.772939757,555000,,1,1,1,27945146.4919576,58060037.7775751,4809847.74456195,14058181.1006322,-0.139175949730492,0,13.99
2746,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,7,9,1980,0.184,,0.176,0.192,265332.67466737,73513.3152533614,113866.237139512,102287.772939757,555000,,1,1,0,27945146.4919576,58060037.7775751,8597940.55907157,24459260.8526589,-0.129793779251481,0,13.99
2747,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,8,5,1981,0.19,0.18,0.1825,0.195,,,,,,427475,1,1,0,3347374.74864809,75676361.1466808,9013279.63718821,24459260.8526589,0.324268952011233,0,14.9
2748,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,7,19,1982,,0.178,0.178,0.178,,140850.853366925,218166.69015002,195982.456483055,555000,,1,0,1,23795283.0130496,84946678.9341424,7589944.03645047,14058181.1006322,0.259774939923173,0,14.8
2749,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,OAK FARMS,7,19,1982,,0.19,0.19,0.2,,140850.853366925,218166.69015002,195982.456483055,555000,,1,0,0,23795283.0130496,84946678.9341424,17234854.8811841,34259343.9798566,0.222949968400689,0,14.8
2750,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,7,19,1982,,0.19,0.19,0.19,,140850.853366925,218166.69015002,195982.456483055,555000,,1,1,0,23795283.0130496,84946678.9341424,10312728.9831484,24459260.8526589,0.141508580078938,0,14.8
2751,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,8,3,1983,0.1648,0.1548,0.1648,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,1,11847250.7249519,74331231.1668181,10881132.3823614,14058181.1006322,0.614622566233523,0,14.86
2752,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,METZGER,8,3,1983,0.1675,0.1575,0.1675,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,11847250.7249519,74331231.1668181,825787,4447291.66666667,0.0262985597163894,0,14.86
2753,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,8,3,1983,0.168,0.158,0.168,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,1,0,11847250.7249519,74331231.1668181,6253401.98023637,24459260.8526589,0.0962814622957156,0,14.86
2754,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,VANDERVOORT,8,3,1983,0.168,0.158,0.168,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,1,0,11847250.7249519,74331231.1668181,7613490.29130251,10802340.4761135,0.545415504964495,0,14.86
2755,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,6,13,1984,0.1695,0.1595,0.1675,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,1,1,61153356.5037516,86135755.5117197,5460619.33961661,14058181.1006322,-0.321534820129675,0,14.56
2756,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,BORDEN,6,13,1984,0.177,0.167,0.175,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,61153356.5037516,86135755.5117197,5053162.55577056,14843406.5703431,-0.369533364986927,0,14.56
2757,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,6,13,1984,0.1895,0.1825,0.1925,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,61153356.5037516,86135755.5117197,10527127.6666667,24459260.8526589,-0.27957047440866,0,14.56
2758,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,VANDERVOORT,6,13,1984,0.175,0.165,0.175,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,1,0,61153356.5037516,86135755.5117197,1334338.7015819,10802340.4761135,-0.586441713030586,0,14.56
2759,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,6,17,1985,0.15,0.14,0.15,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,1,59536009.3501284,93054269.8529648,5957374.03320212,14058181.1006322,-0.216033156567301,0,14.04
2760,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,BORDEN,6,17,1985,0.171,0.161,0.171,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,59536009.3501284,93054269.8529648,4502217.80487806,14843406.5703431,-0.336484468683746,0,14.04
2761,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,FOREMOST,6,17,1985,0.172,0.162,0.172,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,59536009.3501284,93054269.8529648,11237484.301552,14571456.9513027,0.131399610023309,0,14.04
2762,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,6,17,1985,0.1705,0.1605,0.171,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,59536009.3501284,93054269.8529648,11417195.5542433,24459260.8526589,-0.173014630071921,0,14.04
2763,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,VANDERVOORT,6,17,1985,0.174,0.164,0.174,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,1,0,59536009.3501284,93054269.8529648,2223792.56926219,10802340.4761135,-0.433936684164444,0,14.04
2764,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,7,7,1986,0.1696,0.1596,0.1696,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,1,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,0,14.14
2765,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,BORDEN,7,7,1986,0.1725,0.1625,0.1725,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,44316943.5878745,96115650.8644452,12259771.4908155,14843406.5703431,0.364861188685188,0,14.14
2766,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,PRESTON,7,7,1986,0.175,0.165,0.175,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,44316943.5878745,96115650.8644452,16316072.0,18820439.5968973,0.40585426071014,0,14.14
2767,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,7,7,1986,0.1755,0.165,0.179,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,44316943.5878745,96115650.8644452,9300920.91962015,24459260.8526589,-0.0808176353415,0,14.14
2768,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,VANDERVOORT,7,7,1986,0.175,0.165,0.175,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,44316943.5878745,96115650.8644452,8923237.21607158,10802340.4761135,0.364967286626651,0,14.14
2769,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,VANDERVOORT,7,9,1987,0.16,0.15,0.16,0.17,265332.67466737,73513.3152533614,113866.237139512,102287.772939757,555000,,1,0,1,27630100.3848669,101379288.42028,7407099.37770092,10802340.4761135,0.413152072265946,0,14.62
2770,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,7,9,1987,0.1725,0.1625,0.1725,0.1825,265332.67466737,73513.3152533614,113866.237139512,102287.772939757,555000,,1,0,0,27630100.3848669,101379288.42028,12720290.9744073,14058181.1006322,0.632290052935439,0,14.62
2771,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,PRESTON,7,9,1987,0.18,0.175,0.18,0.19,265332.67466737,73513.3152533614,113866.237139512,102287.772939757,555000,,1,0,0,27630100.3848669,101379288.42028,11495029.668742,18820439.5968973,0.338231842008277,0,14.62
2772,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,7,9,1987,0.175,0.165,0.175,0.185,265332.67466737,73513.3152533614,113866.237139512,102287.772939757,555000,,1,0,0,27630100.3848669,101379288.42028,22381531.8318881,24459260.8526589,0.642511617421686,0,14.62
2773,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,OAK FARMS,6,7,1988,0.1642,0.1542,0.1642,,410217.391304348,38608.6956521739,106173.913043478,,555000,555000,1,0,1,58912661.7853623,109470332.68921,10358347.1128881,34259343.9798566,-0.235809976541509,0,14.14
2774,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,6,7,1988,0.1675,0.1575,0.1675,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,58912661.7853623,109470332.68921,9237632.77144801,14058181.1006322,0.118939157732393,0,14.14
2775,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,PRESTON,6,7,1988,0.187,0.183,0.185,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,58912661.7853623,109470332.68921,14327218.0338918,18820439.5968973,0.223097433474863,0,14.14
2776,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,6,7,1988,0.18,0.17,0.185,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,58912661.7853623,109470332.68921,17901059.0542433,24459260.8526589,0.193711463039065,0,14.14
2777,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,VANDERVOORT,6,7,1988,0.17,0.158,0.168,,410217.391304348,38608.6956521739,106173.913043478,,555000,,1,0,0,58912661.7853623,109470332.68921,4253148.56129194,10802340.4761135,-0.14443625482539,0,14.14
2778,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,5,24,1989,0.166,0.161,0.165,,425000,40000,110000,,575000,575000,1,0,1,96935551.5270101,108104445.363237,3332260.69006508,14058181.1006322,-0.659650673296792,0,15.22
2779,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,CABELL,5,24,1989,0.1682,0.1635,0.1672,,425000,40000,110000,,575000,,1,1,0,96935551.5270101,108104445.363237,3332260.69006508,14058181.1006322,-0.659650673296792,0,15.22
2780,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,PRESTON,5,24,1989,0.187,0.183,0.185,,425000,40000,110000,,575000,,1,0,0,96935551.5270101,108104445.363237,13198917.0,18820439.5968973,-0.195376648885971,0,15.22
2781,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,SCHEPPS,5,24,1989,0.175,0.165,0.175,,425000,40000,110000,,575000,,1,0,0,96935551.5270101,108104445.363237,8672757.43141521,24459260.8526589,-0.542104529344491,0,15.22
2782,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,VANDERVOORT,5,24,1989,0.172,0.162,0.172,,425000,40000,110000,,575000,,1,0,0,96935551.5270101,108104445.363237,6349894.91297504,10802340.4761135,-0.308858387133862,0,15.22
2783,GRAPEVINE-COLLEYVILLE,TARRANT,DFW,OAK FARMS,5,23,1990,0.1815,0.1775,0.1795,,450869.565217391,42434.7826086957,116695.652173913,,610000,610000,1,0,1,94849464.3298611,104099327.274789,11935480.0,34259343.9798566,-0.562757751709922,0,16.2533333333
