rowid,SYSTEM,COUNTY,MRKTCODE,VENDOR,MONTH,DAY,YEAR,LFC,LFW,WW,WC,QLFC,QLFW,QWW,QWC,ESTQTY,QUANTITY,FMOZONE,ESC,WIN,PASSED,CONTRACTS,COMMITMENTS,CAPACITY,BACKLOG,I,FMO
2593,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,8,11,1980,0.184,,0.176,0.192,,,,,,,1,1,0,3596480.43790613,58060037.7775751,8597940.55907157,24459260.8526589,0.289576703202042,0,13.99
2594,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,,8,6,1981,,,,,,,,,,,1,0,0,3347374.74864809,75676361.1466808,0,344455.777724986,-0.0442327656606003,0,14.9
2595,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,8,10,1982,0.175,0.175,0.185,0.195,,,,,,,1,0,0,5227845.45972869,84946678.9341424,10478978.9831484,24459260.8526589,0.366883153555924,0,14.8
2596,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,8,7,1983,,0.1585,0.1685,0.1785,,,,,,,1,1,0,11847250.7249519,74331231.1668181,6253401.98023637,24459260.8526589,0.0962814622957156,0,14.86
2597,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,CABELL,7,5,1984,0.1694,0.1594,0.1674,0.1774,22618.5707890583,11377.1411068963,72379.4265249865,213624.861579059,320000,320000,1,1,1,30074452.8762326,86135755.5117197,7995917.10339186,14058181.1006322,0.219621446185245,0,14.56
2598,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,7,5,1984,0.195,0.185,0.195,0.205,22618.5707890583,11377.1411068963,72379.4265249865,213624.861579059,320000,,1,1,0,30074452.8762326,86135755.5117197,13388027.5406088,24459260.8526589,0.198208480567921,0,14.56
2599,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,VANDERVOORT,7,5,1984,0.175,0.165,0.175,0.185,22618.5707890583,11377.1411068963,72379.4265249865,213624.861579059,320000,,1,1,0,30074452.8762326,86135755.5117197,7784064.2015819,10802340.4761135,0.371438739607568,0,14.56
2600,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,CABELL,7,31,1985,0.1695,0.1595,0.1695,0.1795,25021.7939353957,12585.962349504,80069.7405932663,236322.503121834,354000,354000,1,0,1,34524212.7822232,93054269.8529648,8044868.81051203,14058181.1006322,0.201243720098546,0,14.04
2601,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,BORDEN,7,31,1985,0.17,0.16,0.17,0.18,25021.7939353957,12585.962349504,80069.7405932663,236322.503121834,354000,,1,1,0,34524212.7822232,93054269.8529648,8844340.28206943,14843406.5703431,0.224831433863282,0,14.04
2602,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,FOREMOST,7,31,1985,0.173,0.173,0.173,0.184,25021.7939353957,12585.962349504,80069.7405932663,236322.503121834,354000,,1,0,0,34524212.7822232,93054269.8529648,13685055.051552,14571456.9513027,0.568157023750384,0,14.04
2603,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,7,31,1985,0.1705,0.1607,0.1711,0.1809,25021.7939353957,12585.962349504,80069.7405932663,236322.503121834,354000,,1,1,0,34524212.7822232,93054269.8529648,13885452.1144052,24459260.8526589,0.196685535189023,0,14.04
2604,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,VANDERVOORT,7,31,1985,0.172,0.162,0.172,0.182,25021.7939353957,12585.962349504,80069.7405932663,236322.503121834,354000,,1,1,0,34524212.7822232,93054269.8529648,9228623.86220025,10802340.4761135,0.483305477965899,0,14.04
2605,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,CABELL,7,6,1986,0.1698,0.1598,0.1698,0.1798,27849.115284028,14008.1049878661,89117.1689088896,263025.610819216,394000,394000,1,1,1,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,0,14.14
2606,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,BORDEN,7,6,1986,0.1705,0.1605,0.1705,0.1805,27849.115284028,14008.1049878661,89117.1689088896,263025.610819216,394000,,1,1,0,44316943.5878745,96115650.8644452,12259771.4908155,14843406.5703431,0.364861188685188,0,14.14
2607,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,PRESTON,7,6,1986,0.175,0.165,0.175,0.185,27849.115284028,14008.1049878661,89117.1689088896,263025.610819216,394000,,1,0,0,44316943.5878745,96115650.8644452,16316072.0,18820439.5968973,0.40585426071014,0,14.14
2608,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,7,6,1986,0.1765,0.1665,0.1765,0.1865,27849.115284028,14008.1049878661,89117.1689088896,263025.610819216,394000,,1,1,0,44316943.5878745,96115650.8644452,9300920.91962015,24459260.8526589,-0.0808176353415,0,14.14
2609,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,VANDERVOORT,7,6,1986,0.174,0.164,0.174,0.184,27849.115284028,14008.1049878661,89117.1689088896,263025.610819216,394000,,1,1,0,44316943.5878745,96115650.8644452,8923237.21607158,10802340.4761135,0.364967286626651,0,14.14
2610,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,CABELL,6,4,1987,0.1698,0.1598,0.1698,0.1798,24001.0602455057,12072.5333034894,76803.3927856184,226682.013665387,339559,339559,1,1,1,57050485.3078712,101379288.42028,8752466.46871023,14058181.1006322,0.0598458221230771,0,14.62
2611,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,BORDEN,6,4,1987,0.171,0.161,0.171,0.181,24001.0602455057,12072.5333034894,76803.3927856184,226682.013665387,339559,,1,1,0,57050485.3078712,101379288.42028,9701336.35013471,14843406.5703431,0.0908358294252499,0,14.62
2612,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,PRESTON,6,4,1987,0.1825,0.175,0.178,0.1875,24001.0602455057,12072.5333034894,76803.3927856184,226682.013665387,339559,,1,0,0,57050485.3078712,101379288.42028,8436613.0,18820439.5968973,-0.114474356672423,0,14.62
2613,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,6,4,1987,0.185,0.175,0.185,0.195,24001.0602455057,12072.5333034894,76803.3927856184,226682.013665387,339559,,1,0,0,57050485.3078712,101379288.42028,20314241.3490957,24459260.8526589,0.267790734191941,0,14.62
2614,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,VANDERVOORT,6,4,1987,0.175,0.165,0.175,0.185,24001.0602455057,12072.5333034894,76803.3927856184,226682.013665387,339559,,1,1,0,57050485.3078712,101379288.42028,2750187.58464822,10802340.4761135,-0.308151178196049,0,14.62
2615,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,CABELL,6,12,1988,0.1648,0.1548,0.1648,0.1748,22367.0805550974,11250.641519214,71574.6577763118,211249.620149377,316442,316442,1,1,1,58912661.7853623,109470332.68921,9237632.77144801,14058181.1006322,0.118939157732393,0,14.14
2616,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,BORDEN,6,12,1988,0.1725,0.1625,0.1725,0.1825,22367.0805550974,11250.641519214,71574.6577763118,211249.620149377,316442,,1,1,0,58912661.7853623,109470332.68921,10238122.4439036,14843406.5703431,0.151581119263581,0,14.14
2617,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,6,12,1988,0.18,0.17,0.18,0.19,22367.0805550974,11250.641519214,71574.6577763118,211249.620149377,316442,,1,0,0,58912661.7853623,109470332.68921,17901059.0542433,24459260.8526589,0.193711463039065,0,14.14
2618,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,VANDERVOORT,6,12,1988,0.168,0.16,0.168,0.178,22367.0805550974,11250.641519214,71574.6577763118,211249.620149377,316442,,1,0,0,58912661.7853623,109470332.68921,4253148.56129194,10802340.4761135,-0.14443625482539,0,14.14
2619,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,CABELL,7,4,1989,0.1665,0.162,0.1665,0.174,27000,13581,86400,255006,382365,382365,1,1,1,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22
2620,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,BORDEN,7,4,1989,0.171,0.161,0.171,0.181,27000,13581,86400,255006,382365,,1,0,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22
2621,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,BORDEN,7,4,1989,0.171,0.161,0.171,0.181,27000,13581,86400,255006,382365,,1,0,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22
2622,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,PRESTON,7,4,1989,0.177,0.177,0.18,0.184,27000,13581,86400,255006,382365,,1,0,0,20263952.3471971,108104445.363237,18034611.5620904,18820439.5968973,0.770798121866833,0,15.22
2623,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,7,4,1989,0.18,0.1725,0.18,0.1825,27000,13581,86400,255006,382365,,1,0,0,20263952.3471971,108104445.363237,18270184.2117774,24459260.8526589,0.559515962757628,0,15.22
2624,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,7,4,1989,0.18,0.1725,0.18,0.1825,27000,13581,86400,255006,382365,,1,0,0,20263952.3471971,108104445.363237,18270184.2117774,24459260.8526589,0.559515962757628,0,15.22
2625,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,VANDERVOORT,7,4,1989,0.174,0.164,0.174,0.184,27000,13581,86400,255006,382365,,1,0,0,20263952.3471971,108104445.363237,8821060.37489058,10802340.4761135,0.629139976132758,0,15.22
2626,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,CABELL,7,5,1990,0.157,0.153,0.157,0.1695,27000,13581,86400,255006,382365,382365,1,1,1,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,0,16.2533333333
2627,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,BORDEN,7,5,1990,0.165,0.165,0.165,0.175,27000,13581,86400,255006,382365,,1,1,0,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,0,16.2533333333
2628,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,CABELL,7,5,1990,0.175,0.175,0.178,0.19,27000,13581,86400,255006,382365,,1,0,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,0,16.2533333333
2629,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,PRESTON,7,5,1990,0.19,0.19,0.19,0.194,27000,13581,86400,255006,382365,,1,1,0,26799257.7005791,104099327.274789,14312326.9588803,18820439.5968973,0.503027899993847,0,16.2533333333
2630,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,7,5,1990,0.199,0.195,0.199,0.202,27000,13581,86400,255006,382365,,1,0,0,26799257.7005791,104099327.274789,24353935.8526589,24459260.8526589,0.738254562401717,0,16.2533333333
2631,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,7,5,1990,0.195,0.192,0.196,0.197,27000,13581,86400,255006,382365,,1,0,0,26799257.7005791,104099327.274789,24353935.8526589,24459260.8526589,0.738254562401717,0,16.2533333333
2632,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,VANDERVOORT,7,5,1990,0.173,0.169,0.173,0.178,27000,13581,86400,255006,382365,,1,1,0,26799257.7005791,104099327.274789,8866802.21927204,10802340.4761135,0.56338302680482,0,16.2533333333
2633,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,OAK FARMS,7,1,1991,0.1549,0.1519,0.1575,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,1,1,17199127.1995304,76931068.1288262,33695838.1555993,34259343.9798566,0.759986334213287,0,13.98
2634,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,BORDEN,7,1,1991,0.16,0.16,0.16,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,1,0,17199127.1995304,76931068.1288262,11880951.9553128,14843406.5703431,0.576854064239573,0,13.98
2635,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,OAK FARMS,7,1,1991,0.166,0.1639,0.1695,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,0,0,17199127.1995304,76931068.1288262,33695838.1555993,34259343.9798566,0.759986334213287,0,13.98
2636,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,7,1,1991,0.166,0.161,0.166,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,1,0,17199127.1995304,76931068.1288262,11884268.5,24459260.8526589,0.26231468763659,0,13.98
2637,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,7,1,1991,0.175,0.17,0.175,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,0,0,17199127.1995304,76931068.1288262,11884268.5,24459260.8526589,0.26231468763659,0,13.98
2638,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,OAK FARMS,6,2,1992,0.1625,0.1555,0.1605,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,1,1,14314296.5498633,44444553.0614746,10140873.0116114,34259343.9798566,-0.0260677563825359,0,15.1533333333
2639,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,BORDEN,6,2,1992,0.1669,0.1571,0.1618,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,1,0,14314296.5498633,44444553.0614746,875515.0,14843406.5703431,-0.263087457451319,0,15.1533333333
2640,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,OAK FARMS,6,2,1992,0.1725,0.1655,0.1705,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,0,0,14314296.5498633,44444553.0614746,10140873.0116114,34259343.9798566,-0.0260677563825359,0,15.1533333333
2641,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,6,2,1992,0.163,0.1575,0.162,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,1,0,14314296.5498633,44444553.0614746,4611101.70754032,24459260.8526589,-0.133549174194641,0,15.1533333333
2642,EAGLE MOUNTAIN-SAGINAW,TARRANT,DFW,SCHEPPS,6,2,1992,0.173,0.166,0.172,,81302.3601956198,40895.0871783968,260167.552625983,,382365,,1,0,0,14314296.5498633,44444553.0614746,4611101.70754032,24459260.8526589,-0.133549174194641,0,15.1533333333
2643,EVERMAN,TARRANT,DFW,SCHEPPS,7,28,1983,0.1655,0.1555,0.1655,0.1755,,,,,,,1,1,0,25778471.7269717,74331231.1668181,5952481.98023637,24459260.8526589,-0.103442273717959,0,14.86
2644,EVERMAN,TARRANT,DFW,SCHEPPS,8,2,1984,0.18,0.17,0.18,0.19,,,,,,,1,1,0,9369291.05821496,86135755.5117197,13707501.5406088,24459260.8526589,0.451648200467272,0,14.56
2645,EVERMAN,TARRANT,DFW,BORDEN,7,31,1985,0.1675,0.1575,0.1675,0.1775,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,1,34524212.7822232,93054269.8529648,8844340.28206943,14843406.5703431,0.224831433863282,1,14.04
2646,EVERMAN,TARRANT,DFW,FOREMOST,7,31,1985,0.175,0.175,0.175,0.185,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,34524212.7822232,93054269.8529648,13685055.051552,14571456.9513027,0.568157023750384,0,14.04
2647,EVERMAN,TARRANT,DFW,PRESTON,7,31,1985,0.1775,0.17,0.1775,0.1825,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,34524212.7822232,93054269.8529648,3344500.0,18820439.5968973,-0.193305859544249,0,14.04
2648,EVERMAN,TARRANT,DFW,SCHEPPS,7,31,1985,0.1811,0.1707,0.1811,0.191,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,34524212.7822232,93054269.8529648,13885452.1144052,24459260.8526589,0.196685535189023,0,14.04
2649,EVERMAN,TARRANT,DFW,VANDERVOORT,7,31,1985,0.172,0.162,0.172,0.182,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,34524212.7822232,93054269.8529648,9228623.86220025,10802340.4761135,0.483305477965899,0,14.04
2650,EVERMAN,TARRANT,DFW,BORDEN,7,27,1986,0.1675,0.1575,0.1675,0.1775,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,1,44316943.5878745,96115650.8644452,12259771.4908155,14843406.5703431,0.364861188685188,1,14.14
2651,EVERMAN,TARRANT,DFW,CABELL,7,27,1986,0.1705,0.1605,0.1705,0.1805,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,0,14.14
2652,EVERMAN,TARRANT,DFW,PRESTON,7,27,1986,0.169,0.16,0.179,0.189,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,44316943.5878745,96115650.8644452,16316072.0,18820439.5968973,0.40585426071014,0,14.14
2653,EVERMAN,TARRANT,DFW,SCHEPPS,7,27,1986,0.1795,0.1695,0.1795,0.1895,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,44316943.5878745,96115650.8644452,9300920.91962015,24459260.8526589,-0.0808176353415,0,14.14
2654,EVERMAN,TARRANT,DFW,VANDERVOORT,7,27,1986,0.172,0.162,0.172,0.182,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,44316943.5878745,96115650.8644452,8923237.21607158,10802340.4761135,0.364967286626651,0,14.14
2655,EVERMAN,TARRANT,DFW,BORDEN,5,14,1987,0.1675,0.1575,0.1675,0.1775,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,413464,1,1,1,96599746.2449685,101379288.42028,5736484.01438034,14843406.5703431,-0.566388034038268,1,14.62
2656,EVERMAN,TARRANT,DFW,CABELL,5,14,1987,0.1755,0.1655,0.1755,0.1855,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,96599746.2449685,101379288.42028,4524743.93258241,14058181.1006322,-0.630996427643806,0,14.62
2657,EVERMAN,TARRANT,DFW,PRESTON,5,14,1987,0.165,0.16,0.17,0.18,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,96599746.2449685,101379288.42028,1090689.0,18820439.5968973,-0.89490248010006,0,14.62
2658,EVERMAN,TARRANT,DFW,VANDERVOORT,5,14,1987,0.172,0.162,0.172,0.182,197667.583781386,54765.9628430915,84828.0898606324,76202.3635148897,413464,,1,1,0,96599746.2449685,101379288.42028,1995287.58464822,10802340.4761135,-0.768146023855332,0,14.62
2659,EVERMAN,TARRANT,DFW,BORDEN,6,7,1988,0.1635,0.1535,0.1635,0.1735,193235.810999104,53538.0917937246,82926.2159538157,74493.8812533553,404194,404194,1,1,1,58912661.7853623,109470332.68921,10238122.4439036,14843406.5703431,0.151581119263581,1,14.14
2660,EVERMAN,TARRANT,DFW,CABELL,6,7,1988,0.1722,0.1622,0.1722,0.1822,193235.810999104,53538.0917937246,82926.2159538157,74493.8812533553,404194,,1,0,0,58912661.7853623,109470332.68921,9237632.77144801,14058181.1006322,0.118939157732393,0,14.14
2661,EVERMAN,TARRANT,DFW,OAK FARMS,6,7,1988,0.1715,0.1615,0.1725,0.1825,193235.810999104,53538.0917937246,82926.2159538157,74493.8812533553,404194,,1,1,0,58912661.7853623,109470332.68921,10358347.1128881,34259343.9798566,-0.235809976541509,0,14.14
2662,EVERMAN,TARRANT,DFW,PRESTON,6,7,1988,0.172,0.17,0.179,0.189,193235.810999104,53538.0917937246,82926.2159538157,74493.8812533553,404194,,1,1,0,58912661.7853623,109470332.68921,14327218.0338918,18820439.5968973,0.223097433474863,0,14.14
2663,EVERMAN,TARRANT,DFW,VANDERVOORT,6,7,1988,0.168,0.158,0.168,0.178,193235.810999104,53538.0917937246,82926.2159538157,74493.8812533553,404194,,1,0,0,58912661.7853623,109470332.68921,4253148.56129194,10802340.4761135,-0.14443625482539,0,14.14
2664,EVERMAN,TARRANT,DFW,BORDEN,7,20,1989,0.157,0.147,0.157,0.167,208276.109999168,57705.1708889872,89380.6877023004,80292.0314095441,435654,435654,1,1,1,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,1,15.22
2665,EVERMAN,TARRANT,DFW,CABELL,7,20,1989,0.169,0.1625,0.169,0.175,208276.109999168,57705.1708889872,89380.6877023004,80292.0314095441,435654,,1,1,0,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22
2666,EVERMAN,TARRANT,DFW,PRESTON,7,20,1989,0.172,0.17,0.179,0.189,208276.109999168,57705.1708889872,89380.6877023004,80292.0314095441,435654,,1,1,0,20263952.3471971,108104445.363237,18034611.5620904,18820439.5968973,0.770798121866833,0,15.22
2667,EVERMAN,TARRANT,DFW,VANDERVOORT,7,20,1989,0.171,0.161,0.171,0.181,208276.109999168,57705.1708889872,89380.6877023004,80292.0314095441,435654,,1,0,0,20263952.3471971,108104445.363237,8821060.37489058,10802340.4761135,0.629139976132758,0,15.22
2668,EVERMAN,TARRANT,DFW,BORDEN,6,20,1990,0.1675,0.1675,0.1675,0.1675,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,431325,1,1,1,52771131.1660148,104099327.274789,10349466.913334,14843406.5703431,0.190312807731872,1,16.2533333333
2669,EVERMAN,TARRANT,DFW,CABELL,6,20,1990,0.179,0.169,0.177,0.184,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,1,0,52771131.1660148,104099327.274789,2520000.0,14058181.1006322,-0.327675515474858,0,16.2533333333
2670,EVERMAN,TARRANT,DFW,CABELL,6,20,1990,0.19,0.18,0.188,0.195,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,0,0,52771131.1660148,104099327.274789,2520000.0,14058181.1006322,-0.327675515474858,0,16.2533333333
2671,EVERMAN,TARRANT,DFW,PRESTON,6,20,1990,0.187,0.18,0.18,0.192,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,1,0,52771131.1660148,104099327.274789,12339176.9588803,18820439.5968973,0.148695826065275,0,16.2533333333
2672,EVERMAN,TARRANT,DFW,VANDERVOORT,6,20,1990,0.173,0.169,0.173,0.183,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,1,0,52771131.1660148,104099327.274789,7969104.86339597,10802340.4761135,0.230789639446186,0,16.2533333333
2673,EVERMAN,TARRANT,DFW,VANDERVOORT,6,20,1990,0.183,0.179,0.183,0.193,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,0,0,52771131.1660148,104099327.274789,7969104.86339597,10802340.4761135,0.230789639446186,0,16.2533333333
2674,EVERMAN,TARRANT,DFW,BORDEN,6,20,1991,0.146,0.141,0.1545,0.1595,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,1,1,33942363.0899953,76931068.1288262,10877332.4226705,14843406.5703431,0.291600779698946,1,13.98
2675,EVERMAN,TARRANT,DFW,OAK FARMS,6,20,1991,0.1625,0.16,0.1625,0.165,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,1,0,33942363.0899953,76931068.1288262,25793976.8028877,34259343.9798566,0.31169852166425,0,13.98
2676,EVERMAN,TARRANT,DFW,OAK FARMS,6,20,1991,0.175,0.1725,0.175,0.1775,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,0,0,33942363.0899953,76931068.1288262,25793976.8028877,34259343.9798566,0.31169852166425,0,13.98
2677,EVERMAN,TARRANT,DFW,SCHEPPS,6,20,1991,0.1765,0.1665,0.1765,0.184,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,1,0,33942363.0899953,76931068.1288262,11731668.5,24459260.8526589,0.0384362849955421,0,13.98
2678,EVERMAN,TARRANT,DFW,SCHEPPS,6,20,1991,0.1875,0.1775,0.1875,0.195,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,0,0,33942363.0899953,76931068.1288262,11731668.5,24459260.8526589,0.0384362849955421,0,13.98
2679,EVERMAN,TARRANT,DFW,BORDEN,6,24,1992,0.1621,0.1523,0.155,0.1674,206206.515136763,57131.767030011,88492.5310526122,79494.186780614,431325,,1,1,1,14314296.5498633,44444553.0614746,875515.0,14843406.5703431,-0.263087457451319,1,15.1533333333
2680,FORT WORTH,TARRANT,DFW,BORDEN,7,30,1980,0.17,0.162,0.165,0.18,886375.472320398,245580.004841936,380383.757305458,341704.515532209,1854043.75,,1,0,1,27945146.4919576,58060037.7775751,5626931.37736641,14843406.5703431,-0.102228392427466,0,13.99
2681,FORT WORTH,TARRANT,DFW,FOREMOST,7,30,1980,0.175,0.1625,0.165,0.18,886375.472320398,245580.004841936,380383.757305458,341704.515532209,1854043.75,,1,0,1,27945146.4919576,58060037.7775751,8054473.41666667,14571456.9513027,0.0714422576539567,0,13.99
2682,FORT WORTH,TARRANT,DFW,VANDERVOORT,7,30,1980,0.169,0.16,0.164,0.179,1772750.9446408,491160.009683871,760767.514610916,683409.031064418,3708087.5,,1,0,1,27945146.4919576,58060037.7775751,5749621.5,10802340.4761135,0.0509423699428434,0,13.99
2683,FORT WORTH,TARRANT,DFW,CABELL,7,30,1980,0.176,0.176,0.176,0.192,886375.472320398,245580.004841936,380383.757305458,341704.515532209,1854043.75,,1,0,0,27945146.4919576,58060037.7775751,4809847.74456195,14058181.1006322,-0.139175949730492,0,13.99
2684,FORT WORTH,TARRANT,DFW,SCHEPPS,7,30,1980,0.172,0.164,0.168,0.182,886375.472320398,245580.004841936,380383.757305458,341704.515532209,1854043.75,,1,0,0,27945146.4919576,58060037.7775751,8597940.55907157,24459260.8526589,-0.129793779251481,0,13.99
2685,FORT WORTH,TARRANT,DFW,BORDEN,7,19,1981,0.176,0.166,0.171,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,0,1,26331462.2824028,75676361.1466808,7942901.64590949,14843406.5703431,0.187164808850963,0,14.9
2686,FORT WORTH,TARRANT,DFW,FOREMOST,7,19,1981,0.171,0.161,0.172,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,0,1,26331462.2824028,75676361.1466808,9146874.30251651,14571456.9513027,0.279777131082168,0,14.9
2687,FORT WORTH,TARRANT,DFW,VANDERVOORT,7,19,1981,0.171,0.161,0.171,,2173294.01652038,602134.842137308,932658.641342312,,3708087.5,,1,0,1,26331462.2824028,75676361.1466808,7050285.5,10802340.4761135,0.304714459767515,0,14.9
2688,FORT WORTH,TARRANT,DFW,CABELL,7,19,1981,0.1925,0.1803,0.1828,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,0,0,26331462.2824028,75676361.1466808,7932092.65895873,14058181.1006322,0.216284896540827,0,14.9
2689,FORT WORTH,TARRANT,DFW,SCHEPPS,7,19,1981,0.182,0.175,0.18,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,0,0,26331462.2824028,75676361.1466808,9013279.63718821,24459260.8526589,0.0205534035164326,0,14.9
2690,FORT WORTH,TARRANT,DFW,BORDEN,6,27,1982,0.173,0.167,0.173,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,0,1,69779728.1998207,84946678.9341424,7030406.89910152,14843406.5703431,-0.347814911537786,0,14.8
2691,FORT WORTH,TARRANT,DFW,FOREMOST,6,27,1982,0.173,0.162,0.173,,1086647.00826019,301067.421068654,466329.320671156,,1854043.75,,1,0,1,69779728.1998207,84946678.9341424,6235347.76704087,14571456.9513027,-0.393538092129481,0,14.8
